,Collection Date,Complete Genome,Country,Host Species,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Strain Name,Subtype
814,12/8/2010,Yes,USA,IRD:Northern Pintail/Avian,CY120666,CY120665,CY120664,CY120659,CY120662,CY120661,CY120660,CY120663,California,A/northern pintail/California/3466/2010,H1N3
816,11/21/2010,Yes,USA,IRD:Northern Pintail/Avian,CY132884,CY132883,CY132882,CY132877,CY132880,CY132879,CY132878,CY132881,Illinois,A/northern pintail/Illinois/10OS3959/2010,H7N3
817,5/14/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130420,CY130419,CY130418,CY130413,CY130416,CY130415,CY130414,CY130417,Alaska,A/northern pintail/Interior Alaska/10BM00303R0/2010,H3N8
818,5/23/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130484,CY130483,CY130482,CY130477,CY130480,CY130479,CY130478,CY130481,Alaska,A/northern pintail/Interior Alaska/10BM00849R2/2010,H3N1
819,6/22/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130395,CY130394,CY130393,CY130388,CY130391,CY130390,CY130389,CY130392,Alaska,A/northern pintail/Interior Alaska/10BM02539R0/2010,H7N3
821,6/22/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130231,CY130230,CY130229,CY130224,CY130227,CY130226,CY130225,CY130228,Alaska,A/northern pintail/Interior Alaska/10BM02561R0/2010,H12N5
822,6/22/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130428,CY130427,CY130426,CY130421,CY130424,CY130423,CY130422,CY130425,Alaska,A/northern pintail/Interior Alaska/10BM02585R0/2010,H4N6
823,6/25/2010,Yes,USA,IRD:Northern Pintail/Avian,CY130452,CY130451,CY130450,CY130445,CY130448,CY130447,CY130446,CY130449,Alaska,A/northern pintail/Interior Alaska/10BM02791R0/2010,H4N6
824,7/18/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135638,CY135637,CY135636,CY135631,CY135634,CY135633,CY135632,CY135635,Alaska,A/northern pintail/Interior Alaska/10BM04668R0/2010,H4N6
825,7/18/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135646,CY135645,CY135644,CY135639,CY135642,CY135641,CY135640,CY135643,Alaska,A/northern pintail/Interior Alaska/10BM04704R0/2010,H4N6
826,7/18/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135654,CY135653,CY135652,CY135647,CY135650,CY135649,CY135648,CY135651,Alaska,A/northern pintail/Interior Alaska/10BM04722R0/2010,H4N6
827,7/21/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135670,CY135669,CY135668,CY135663,CY135666,CY135665,CY135664,CY135667,Alaska,A/northern pintail/Interior Alaska/10BM05034R0/2010,H3N6
828,7/22/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135686,CY135685,CY135684,CY135679,CY135682,CY135681,CY135680,CY135683,Alaska,A/northern pintail/Interior Alaska/10BM05171R0/2010,H4N6
829,7/29/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135858,CY135857,CY135856,CY135851,CY135854,CY135853,CY135852,CY135855,Alaska,A/northern pintail/Interior Alaska/10BM06303R0/2010,H7N3
830,7/29/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135866,CY135865,CY135864,CY135859,CY135862,CY135861,CY135860,CY135863,Alaska,A/northern pintail/Interior Alaska/10BM06306R0/2010,H7N3
831,7/30/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135946,CY135945,CY135944,CY135939,CY135942,CY135941,CY135940,CY135943,Alaska,A/northern pintail/Interior Alaska/10BM06524R0/2010,H7N3
832,7/30/2010,Yes,USA,IRD:Northern Pintail/Avian,CY136034,CY136033,CY136032,CY136027,CY136030,CY136029,CY136028,CY136031,Alaska,A/northern pintail/Interior Alaska/10BM06704R0/2010,H3N8
833,7/30/2010,Yes,USA,IRD:Northern Pintail/Avian,CY136042,CY136041,CY136040,CY136035,CY136038,CY136037,CY136036,CY136039,Alaska,A/northern pintail/Interior Alaska/10BM06720R0/2010,H7N3
834,7/31/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135978,CY135977,CY135976,CY135971,CY135974,CY135973,CY135972,CY135975,Alaska,A/northern pintail/Interior Alaska/10BM06872R0/2010,H3N8
835,7/31/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135986,CY135985,CY135984,CY135979,CY135982,CY135981,CY135980,CY135983,Alaska,A/northern pintail/Interior Alaska/10BM06895R0/2010,H7N3
836,7/31/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135994,CY135993,CY135992,CY135987,CY135990,CY135989,CY135988,CY135991,Alaska,A/northern pintail/Interior Alaska/10BM06899R0/2010,H7N3
837,7/31/2010,Yes,USA,IRD:Northern Pintail/Avian,CY135289,CY135288,CY135287,CY135281,CY135285,CY135284,CY135282,CY135286,Alaska,A/northern pintail/Interior Alaska/10BM06901R0/2010,(N7)
838,8/1/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143467,CY143466,CY143465,CY143460,CY143463,CY143462,CY143461,CY143464,Alaska,A/northern pintail/Interior Alaska/10BM07040R0/2010,H4N6
839,8/1/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143475,CY143474,CY143473,CY143468,CY143471,CY143470,CY143469,CY143472,Alaska,A/northern pintail/Interior Alaska/10BM07242R0/2010,H4N6
840,8/2/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143483,CY143482,CY143481,CY143476,CY143479,CY143478,CY143477,CY143480,Alaska,A/northern pintail/Interior Alaska/10BM07476R0/2010,H4N6
841,8/2/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143499,CY143498,CY143497,CY143492,CY143495,CY143494,CY143493,CY143496,Alaska,A/northern pintail/Interior Alaska/10BM07597R0/2010,H3N8
842,8/3/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143547,CY143546,CY143545,CY143540,CY143543,CY143542,CY143541,CY143544,Alaska,A/northern pintail/Interior Alaska/10BM07993R0/2010,H4N6
843,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143595,CY143594,CY143593,CY143588,CY143591,CY143590,CY143589,CY143592,Alaska,A/northern pintail/Interior Alaska/10BM08488R0/2010,H3N8
844,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143603,CY143602,CY143601,CY143596,CY143599,CY143598,CY143597,CY143600,Alaska,A/northern pintail/Interior Alaska/10BM08489R0/2010,H3N8
845,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143611,CY143610,CY143609,CY143604,CY143607,CY143606,CY143605,CY143608,Alaska,A/northern pintail/Interior Alaska/10BM08493R0/2010,H3N8
846,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143619,CY143618,CY143617,CY143612,CY143615,CY143614,CY143613,CY143616,Alaska,A/northern pintail/Interior Alaska/10BM08505R0/2010,H3N8
847,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143627,CY143626,CY143625,CY143620,CY143623,CY143622,CY143621,CY143624,Alaska,A/northern pintail/Interior Alaska/10BM08514R0/2010,H4N6
848,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143635,CY143634,CY143633,CY143628,CY143631,CY143630,CY143629,CY143632,Alaska,A/northern pintail/Interior Alaska/10BM08540R0/2010,H4N6
849,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143643,CY143642,CY143641,CY143636,CY143639,CY143638,CY143637,CY143640,Alaska,A/northern pintail/Interior Alaska/10BM08587R0/2010,H3N8
850,8/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143651,CY143650,CY143649,CY143644,CY143647,CY143646,CY143645,CY143648,Alaska,A/northern pintail/Interior Alaska/10BM08612R0/2010,H4N6
851,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143675,CY143674,CY143673,CY143668,CY143671,CY143670,CY143669,CY143672,Alaska,A/northern pintail/Interior Alaska/10BM08899R0/2010,H4N6
852,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143683,CY143682,CY143681,CY143676,CY143679,CY143678,CY143677,CY143680,Alaska,A/northern pintail/Interior Alaska/10BM08903R0/2010,H4N6
853,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143691,CY143690,CY143689,CY143684,CY143687,CY143686,CY143685,CY143688,Alaska,A/northern pintail/Interior Alaska/10BM08920R0/2010,H3N8
854,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143779,CY143778,CY143777,CY143772,CY143775,CY143774,CY143773,CY143776,Alaska,A/northern pintail/Interior Alaska/10BM09101R0/2010,H3N8
855,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143787,CY143786,CY143785,CY143780,CY143783,CY143782,CY143781,CY143784,Alaska,A/northern pintail/Interior Alaska/10BM09102R0/2010,H3N8
856,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143795,CY143794,CY143793,CY143788,CY143791,CY143790,CY143789,CY143792,Alaska,A/northern pintail/Interior Alaska/10BM09104R0/2010,H3N8
857,8/5/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143803,CY143802,CY143801,CY143796,CY143799,CY143798,CY143797,CY143800,Alaska,A/northern pintail/Interior Alaska/10BM09105R0/2010,H3N8
858,8/9/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143835,CY143834,CY143833,CY143828,CY143831,CY143830,CY143829,CY143832,Alaska,A/northern pintail/Interior Alaska/10BM10298R0/2010,H3N8
859,8/9/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143843,CY143842,CY143841,CY143836,CY143839,CY143838,CY143837,CY143840,Alaska,A/northern pintail/Interior Alaska/10BM10480R0/2010,H3N8
861,8/11/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143876,CY143875,CY143874,CY143869,CY143872,CY143871,CY143870,CY143873,Alaska,A/northern pintail/Interior Alaska/10BM10928R0/2010,H3N8
862,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143966,CY143965,CY143964,CY143959,CY143962,CY143961,CY143960,CY143963,Alaska,A/northern pintail/Interior Alaska/10BM11672R0/2010,H3N8
863,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143974,CY143973,CY143972,CY143967,CY143970,CY143969,CY143968,CY143971,Alaska,A/northern pintail/Interior Alaska/10BM11694R0/2010,H3N8
864,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY144094,CY144093,CY144092,CY144087,CY144090,CY144089,CY144088,CY144091,Alaska,A/northern pintail/Interior Alaska/10BM11989R0/2010,H3N8
865,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY144110,CY144109,CY144108,CY144103,CY144106,CY144105,CY144104,CY144107,Alaska,A/northern pintail/Interior Alaska/10BM12146R0/2010,H4N6
866,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143982,CY143981,CY143980,CY143975,CY143978,CY143977,CY143976,CY143979,Alaska,A/northern pintail/Interior Alaska/10BM12163R0/2010,H3N8
867,8/13/2010,Yes,USA,IRD:Northern Pintail/Avian,CY141506,CY141505,CY141504,CY141499,CY141502,CY141501,CY141500,CY141503,Alaska,A/northern pintail/Interior Alaska/10BM12221R0/2010,H4N6
868,8/14/2010,Yes,USA,IRD:Northern Pintail/Avian,CY144118,CY144117,CY144116,CY144111,CY144114,CY144113,CY144112,CY144115,Alaska,A/northern pintail/Interior Alaska/10BM12552R0/2010,H3N8
869,8/14/2010,Yes,USA,IRD:Northern Pintail/Avian,CY144126,CY144125,CY144124,CY144119,CY144122,CY144121,CY144120,CY144123,Alaska,A/northern pintail/Interior Alaska/10BM12603R0/2010,H3N8
870,8/18/2010,Yes,USA,IRD:Northern Pintail/Avian,CY125757,CY125756,CY125755,CY125750,CY125753,CY125752,CY125751,CY125754,Alaska,A/northern pintail/Interior Alaska/10BM14807R2/2010,H9N2
871,9/4/2010,Yes,USA,IRD:Northern Pintail/Avian,CY143755,CY143754,CY143753,CY143748,CY143751,CY143750,CY143749,CY143752,Alaska,A/northern pintail/Interior Alaska/10CH00003R0/2010,H4N6
872,8/16/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143411,CY143410,CY143409,CY143404,CY143407,CY143406,CY143405,CY143408,Alaska,A/northern pintail/Interior Alaska/9BM10471R0/2009,H3N8
873,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143057,CY143056,CY143055,CY143050,CY143053,CY143052,CY143051,CY143054,Alaska,A/northern pintail/Interior Alaska/9BM10749R0/2009,H4N6
874,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143065,CY143064,CY143063,CY143058,CY143061,CY143060,CY143059,CY143062,Alaska,A/northern pintail/Interior Alaska/9BM10813R0/2009,H4N6
875,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143073,CY143072,CY143071,CY143066,CY143069,CY143068,CY143067,CY143070,Alaska,A/northern pintail/Interior Alaska/9BM10819R0/2009,H3N8
876,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143081,CY143080,CY143079,CY143074,CY143077,CY143076,CY143075,CY143078,Alaska,A/northern pintail/Interior Alaska/9BM10835R0/2009,H4N6
877,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142769,CY142768,CY142767,CY142762,CY142765,CY142764,CY142763,CY142766,Alaska,A/northern pintail/Interior Alaska/9BM10877R0/2009,H4N6
878,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142777,CY142776,CY142775,CY142770,CY142773,CY142772,CY142771,CY142774,Alaska,A/northern pintail/Interior Alaska/9BM10969R0/2009,H3N8
879,8/17/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142785,CY142784,CY142783,CY142778,CY142781,CY142780,CY142779,CY142782,Alaska,A/northern pintail/Interior Alaska/9BM10987R0/2009,H3N8
880,8/18/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142801,CY142800,CY142799,CY142794,CY142797,CY142796,CY142795,CY142798,Alaska,A/northern pintail/Interior Alaska/9BM11231R0/2009,H3N8
881,8/18/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142817,CY142816,CY142815,CY142810,CY142813,CY142812,CY142811,CY142814,Alaska,A/northern pintail/Interior Alaska/9BM11487R0/2009,H3N8
882,8/20/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142833,CY142832,CY142831,CY142826,CY142829,CY142828,CY142827,CY142830,Alaska,A/northern pintail/Interior Alaska/9BM11572R0/2009,H3N8
883,8/19/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142841,CY142840,CY142839,CY142834,CY142837,CY142836,CY142835,CY142838,Alaska,A/northern pintail/Interior Alaska/9BM11719R1/2009,H4N6
884,8/19/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142849,CY142848,CY142847,CY142842,CY142845,CY142844,CY142843,CY142846,Alaska,A/northern pintail/Interior Alaska/9BM11757R0/2009,H3N8
885,8/19/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142857,CY142856,CY142855,CY142850,CY142853,CY142852,CY142851,CY142854,Alaska,A/northern pintail/Interior Alaska/9BM11789R0/2009,H3N8
886,8/19/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142873,CY142872,CY142871,CY142866,CY142869,CY142868,CY142867,CY142870,Alaska,A/northern pintail/Interior Alaska/9BM11911R0/2009,H3N8
887,8/19/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142881,CY142880,CY142879,CY142874,CY142877,CY142876,CY142875,CY142878,Alaska,A/northern pintail/Interior Alaska/9BM11915R0/2009,H4N6
888,8/20/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142897,CY142896,CY142895,CY142890,CY142893,CY142892,CY142891,CY142894,Alaska,A/northern pintail/Interior Alaska/9BM12066R1/2009,H3N8
889,8/20/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143097,CY143096,CY143095,CY143090,CY143093,CY143092,CY143091,CY143094,Alaska,A/northern pintail/Interior Alaska/9BM12176R0/2009,H3N8
890,8/20/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143105,CY143104,CY143103,CY143098,CY143101,CY143100,CY143099,CY143102,Alaska,A/northern pintail/Interior Alaska/9BM12180R0/2009,H3N8
891,8/21/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143113,CY143112,CY143111,CY143106,CY143109,CY143108,CY143107,CY143110,Alaska,A/northern pintail/Interior Alaska/9BM12186R0/2009,H4N6
892,8/21/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143121,CY143120,CY143119,CY143114,CY143117,CY143116,CY143115,CY143118,Alaska,A/northern pintail/Interior Alaska/9BM12190R0/2009,H4N6
893,8/21/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143145,CY143144,CY143143,CY143138,CY143141,CY143140,CY143139,CY143142,Alaska,A/northern pintail/Interior Alaska/9BM12210R0/2009,H3N8
894,8/21/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143419,CY143418,CY143417,CY143412,CY143415,CY143414,CY143413,CY143416,Alaska,A/northern pintail/Interior Alaska/9BM12211R0/2009,H3N8
895,9/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143225,CY143224,CY143223,CY143218,CY143221,CY143220,CY143219,CY143222,Alaska,A/northern pintail/Interior Alaska/9BM12464R0/2009,H3N8
896,9/5/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143329,CY143328,CY143327,CY143322,CY143325,CY143324,CY143323,CY143326,Alaska,A/northern pintail/Interior Alaska/9BM12647R0/2009,H3N8
897,9/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143347,CY143346,CY143345,CY143340,CY143343,CY143342,CY143341,CY143344,Alaska,A/northern pintail/Interior Alaska/9BM12700R0/2009,H3N8
898,7/24/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135470,CY135469,CY135468,CY135463,CY135466,CY135465,CY135464,CY135467,Alaska,A/northern pintail/Interior Alaska/9BM3859R1/2009,H10N7
899,7/27/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135374,CY135373,CY135372,CY135367,CY135370,CY135369,CY135368,CY135371,Alaska,A/northern pintail/Interior Alaska/9BM4347R0/2009,H4N6
900,7/28/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135478,CY135477,CY135476,CY135471,CY135474,CY135473,CY135472,CY135475,Alaska,A/northern pintail/Interior Alaska/9BM4410R1/2009,H10N7
901,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135414,CY135413,CY135412,CY135407,CY135410,CY135409,CY135408,CY135411,Alaska,A/northern pintail/Interior Alaska/9BM4583R0/2009,H4N6
902,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135422,CY135421,CY135420,CY135415,CY135418,CY135417,CY135416,CY135419,Alaska,A/northern pintail/Interior Alaska/9BM4637R0/2009,H10N7
903,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135430,CY135429,CY135428,CY135423,CY135426,CY135425,CY135424,CY135427,Alaska,A/northern pintail/Interior Alaska/9BM4641R0/2009,H4N6
904,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135438,CY135437,CY135436,CY135431,CY135434,CY135433,CY135432,CY135435,Alaska,A/northern pintail/Interior Alaska/9BM4646R0/2009,H10N7
905,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135446,CY135445,CY135444,CY135439,CY135442,CY135441,CY135440,CY135443,Alaska,A/northern pintail/Interior Alaska/9BM4660R0/2009,H4N6
906,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135454,CY135453,CY135452,CY135447,CY135450,CY135449,CY135448,CY135451,Alaska,A/northern pintail/Interior Alaska/9BM4666R0/2009,H10N7
907,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135518,CY135517,CY135516,CY135511,CY135514,CY135513,CY135512,CY135515,Alaska,A/northern pintail/Interior Alaska/9BM4989R0/2009,H10N7
908,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135526,CY135525,CY135524,CY135519,CY135522,CY135521,CY135520,CY135523,Alaska,A/northern pintail/Interior Alaska/9BM4991R0/2009,H10N7
910,7/29/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135550,CY135549,CY135548,CY135543,CY135546,CY135545,CY135544,CY135547,Alaska,A/northern pintail/Interior Alaska/9BM5053R0/2009,H10N7
912,7/30/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135566,CY135565,CY135564,CY135559,CY135562,CY135561,CY135560,CY135563,Alaska,A/northern pintail/Interior Alaska/9BM5375R0/2009,H10N7
913,7/30/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135574,CY135573,CY135572,CY135567,CY135570,CY135569,CY135568,CY135571,Alaska,A/northern pintail/Interior Alaska/9BM5376R0/2009,H10N7
914,7/31/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135582,CY135581,CY135580,CY135575,CY135578,CY135577,CY135576,CY135579,Alaska,A/northern pintail/Interior Alaska/9BM5554R0/2009,H10N7
915,7/31/2009,Yes,USA,IRD:Northern Pintail/Avian,CY135590,CY135589,CY135588,CY135583,CY135586,CY135585,CY135584,CY135587,Alaska,A/northern pintail/Interior Alaska/9BM5698R0/2009,H10N7
916,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143427,CY143426,CY143425,CY143420,CY143423,CY143422,CY143421,CY143424,Alaska,A/northern pintail/Interior Alaska/9BM6039R0/2009,H4N6
917,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143363,CY143362,CY143361,CY143356,CY143359,CY143358,CY143357,CY143360,Alaska,A/northern pintail/Interior Alaska/9BM6040R0/2009,H4N6
918,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143435,CY143434,CY143433,CY143428,CY143431,CY143430,CY143429,CY143432,Alaska,A/northern pintail/Interior Alaska/9BM6094R0/2009,H4N6
919,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143443,CY143442,CY143441,CY143436,CY143439,CY143438,CY143437,CY143440,Alaska,A/northern pintail/Interior Alaska/9BM6095R0/2009,H4N6
920,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142593,CY142592,CY142591,CY142586,CY142589,CY142588,CY142587,CY142590,Alaska,A/northern pintail/Interior Alaska/9BM6144R0/2009,H3N8
921,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143371,CY143370,CY143369,CY143364,CY143367,CY143366,CY143365,CY143368,Alaska,A/northern pintail/Interior Alaska/9BM6145R0/2009,H3N8
922,8/2/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142601,CY142600,CY142599,CY142594,CY142597,CY142596,CY142595,CY142598,Alaska,A/northern pintail/Interior Alaska/9BM6146R0/2009,H3N8
923,8/3/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142609,CY142608,CY142607,CY142602,CY142605,CY142604,CY142603,CY142606,Alaska,A/northern pintail/Interior Alaska/9BM6248R0/2009,H4N6
924,8/3/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142625,CY142624,CY142623,CY142618,CY142621,CY142620,CY142619,CY142622,Alaska,A/northern pintail/Interior Alaska/9BM6290R0/2009,H3N8
925,8/3/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142641,CY142640,CY142639,CY142634,CY142637,CY142636,CY142635,CY142638,Alaska,A/northern pintail/Interior Alaska/9BM6494R0/2009,H4N6
926,8/5/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142657,CY142656,CY142655,CY142650,CY142653,CY142652,CY142651,CY142654,Alaska,A/northern pintail/Interior Alaska/9BM6902R0/2009,H3N8
927,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142665,CY142664,CY142663,CY142658,CY142661,CY142660,CY142659,CY142662,Alaska,A/northern pintail/Interior Alaska/9BM7044R0/2009,H3N8
928,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142673,CY142672,CY142671,CY142666,CY142669,CY142668,CY142667,CY142670,Alaska,A/northern pintail/Interior Alaska/9BM7050R0/2009,H3N8
929,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142905,CY142904,CY142903,CY142898,CY142901,CY142900,CY142899,CY142902,Alaska,A/northern pintail/Interior Alaska/9BM7052R0/2009,H3N8
930,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143379,CY143378,CY143377,CY143372,CY143375,CY143374,CY143373,CY143376,Alaska,A/northern pintail/Interior Alaska/9BM7055R0/2009,H3N8
931,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143387,CY143386,CY143385,CY143380,CY143383,CY143382,CY143381,CY143384,Alaska,A/northern pintail/Interior Alaska/9BM7069R0/2009,H3N8
932,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142681,CY142680,CY142679,CY142674,CY142677,CY142676,CY142675,CY142678,Alaska,A/northern pintail/Interior Alaska/9BM7118R1/2009,H3N8
933,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142689,CY142688,CY142687,CY142682,CY142685,CY142684,CY142683,CY142686,Alaska,A/northern pintail/Interior Alaska/9BM7232R0/2009,H4N6
934,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142697,CY142696,CY142695,CY142690,CY142693,CY142692,CY142691,CY142694,Alaska,A/northern pintail/Interior Alaska/9BM7252R0/2009,H3N8
935,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142705,CY142704,CY142703,CY142698,CY142701,CY142700,CY142699,CY142702,Alaska,A/northern pintail/Interior Alaska/9BM7254R0/2009,H3N8
936,8/6/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142713,CY142712,CY142711,CY142706,CY142709,CY142708,CY142707,CY142710,Alaska,A/northern pintail/Interior Alaska/9BM7258R0/2009,H3N8
937,8/7/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142721,CY142720,CY142719,CY142714,CY142717,CY142716,CY142715,CY142718,Alaska,A/northern pintail/Interior Alaska/9BM7302R0/2009,H4N6
938,8/7/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142913,CY142912,CY142911,CY142906,CY142909,CY142908,CY142907,CY142910,Alaska,A/northern pintail/Interior Alaska/9BM7368R0/2009,H3N8
939,8/8/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142921,CY142920,CY142919,CY142914,CY142917,CY142916,CY142915,CY142918,Alaska,A/northern pintail/Interior Alaska/9BM7496R0/2009,H4N6
940,8/8/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142929,CY142928,CY142927,CY142922,CY142925,CY142924,CY142923,CY142926,Alaska,A/northern pintail/Interior Alaska/9BM7620R0/2009,H4N6
941,8/8/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142937,CY142936,CY142935,CY142930,CY142933,CY142932,CY142931,CY142934,Alaska,A/northern pintail/Interior Alaska/9BM7632R0/2009,H4N6
942,8/8/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142945,CY142944,CY142943,CY142938,CY142941,CY142940,CY142939,CY142942,Alaska,A/northern pintail/Interior Alaska/9BM7836R0/2009,H3N8
943,8/8/2009,Yes,USA,IRD:Northern Pintail/Avian,CY142953,CY142952,CY142951,CY142946,CY142949,CY142948,CY142947,CY142950,Alaska,A/northern pintail/Interior Alaska/9BM7934R0/2009,H4N6
944,8/9/2009,Yes,USA,IRD:Northern Pintail/Avian,CY143395,CY143394,CY143393,CY143388,CY143391,CY143390,CY143389,CY143392,Alaska,A/northern pintail/Interior Alaska/9BM7972R0/2009,H4N6
